# Columns: Station Code, latitude, longitude, regression dist (km), intensity, network code, Channel 1 Code, PGV (cm/sec), PGA (%g), PSA 0.3 sec (%g), PSA 1.0 sec (%g), PSA 3.0 sec (%g), Channel 2 Code, PGV (cm/sec), PGA (%g), PSA 0.3 sec (%g), PSA 1.0 sec (%g), PSA 3.0 sec (%g), Channel 3 Code, PGV (cm/sec), PGA (%g), PSA 0.3 sec (%g), PSA 1.0 sec (%g), PSA 3.0 sec (%g)
NP.1791,37.36495,-122.0389,97.94,2.6, NP, --.HNZ,0.3017,0.2166,0.5065,0.3365,0.1124, --.HNN,0.5369,0.448,1.4822,0.7484,0.33, --.HNE,0.8583,0.5782,1.8154,1.0856,0.4264
NP.1837,37.23291,-121.77185,119.51,2.6, NP, --.HNZ,0.1754,0.1921,0.5815,0.2865,0.0527, --.HNN,0.4749,0.4699,1.4262,0.7879,0.0651, --.HNE,0.4618,0.5236,1.551,0.9138,0.1087
NP.1862,37.2995,-122.0849,104.14,2.6, NP, --.HNZ,0.2282,0.2048,0.5578,0.3165,0.079, --.HNN,0.2777,0.3123,0.8541,0.5103,0.0905, --.HNE,0.339,0.54,1.4256,0.524,0.1284
CE.78521,39.2115,-122.0151,103.84,2.7, CE, --.HNZ,0.591,0.1675,0.3204,0.4146,0.3621, --.HNN,1.396,0.596,0.647,1.6469,0.7015, --.HNE,1.352,0.5845,0.726,1.3695,0.6485
NC.C003,37.70721,-122.08397,60.38,2.7, NC, 01.HNN,0.5977,0.5894,1.413,0.7021,0.2447, 01.HNE,0.5636,0.6251,1.9102,0.5847,0.1439, 01.HNZ,0.3236,0.2328,0.4178,0.3571,0.1189
NC.C021,37.695,-122.06376,62.26,2.7, NC, 01.HNN,0.4168,0.3945,1.1931,0.5638,0.2196, 01.HNE,0.496,0.599,1.1916,0.5973,0.1391, 01.HNZ,0.2426,0.2566,0.5821,0.5013,0.1201
NC.C057,37.95554,-121.69788,61.44,2.7, NC, 01.HNN,1.0998,0.5946,1.316,1.26,0.3497, 01.HNE,0.9311,0.5043,1.3926,1.48,0.3569, 01.HNZ,0.5924,0.3052,0.7924,0.6083,0.1603
NC.CBR,37.81647,-122.06302,49.89,2.7, NC, --.HNZ,0.3576,0.3117,0.6678,0.5637,0.1549, --.HNN,0.9986,0.553,1.0129,1.5431,0.2842, --.HNE,1.3712,0.5967,1.1158,1.8318,0.2699
NC.GCVB,38.76927,-123.01487,78.33,2.7, NC, --.HNZ,0.9201,0.295,0.7282,0.6799,0.5466, --.HNN,1.554,0.5993,0.9794,1.2851,0.7397, --.HNE,2.2096,0.4837,1.1689,1.4545,0.9175
NC.J054,37.24685,-121.82481,116.28,2.7, NC, 01.HNN,0.787,0.5885,1.0061,2.2339,0.0905, 01.HNE,0.774,0.6261,1.1693,1.9157,0.1387, 01.HNZ,0.2201,0.201,0.3887,0.7031,0.0376
NC.JPSB,37.19855,-122.34671,113.42,2.7, NC, --.HNZ,0.2326,0.2295,0.5182,0.6574,0.0511, --.HNN,0.4908,0.5829,1.265,1.1784,0.1552, --.HNE,0.8012,0.6314,1.5531,1.3277,0.1914
NP.1803,37.71737,-121.72701,75.93,2.7, NP, --.HNZ,0.4602,0.3413,0.6309,0.6791,0.1219, --.HNN,0.9122,0.5764,1.0344,2.4217,0.2114, --.HNE,0.94,0.622,1.3296,2.7637,0.2596
CE.57227,37.6811,-121.7164,79.56,2.8, CE, --.HNZ,0.477,0.3035,0.664,0.6635,0.1647, --.HNN,0.934,0.6071,2.4542,1.4595,0.2986, --.HNE,0.834,0.7051,1.8644,1.5445,0.3996
NC.C039,37.46707,-121.9116,90.74,2.8, NC, 01.HNN,0.849,0.6908,1.0975,1.2219,0.2547, 01.HNE,1.0385,0.703,1.4578,1.6824,0.4592, 01.HNZ,0.3692,0.2793,0.5387,0.7688,0.122
NC.C048,37.57509,-121.99166,76.97,2.8, NC, 01.HNN,0.4684,0.6196,1.1592,0.5736,0.1512, 01.HNE,0.8864,0.6946,1.6056,0.6022,0.262, 01.HNZ,0.3975,0.264,0.6816,0.6582,0.0734
NC.J008,37.47592,-122.18816,83.33,2.8, NC, 01.HNN,0.7386,0.694,2.0013,1.1331,0.2101, 01.HNE,0.6205,0.6862,1.4166,1.0596,0.1841, 01.HNZ,0.2332,0.3205,0.8182,0.5322,0.0567
NC.J015,37.33187,-121.87611,105.84,2.8, NC, 01.HNN,0.7102,0.7062,2.3923,1.692,0.3832, 01.HNE,0.9134,0.6023,1.4312,1.1999,0.437, 01.HNZ,0.3476,0.2355,0.6181,0.6721,0.1087
NC.JJO,37.20631,-121.97726,116.35,2.8, NC, --.HNZ,0.1933,0.1897,0.6025,0.3092,0.0497, --.HNN,0.4019,0.6577,1.8663,0.4418,0.0956, --.HNE,0.5028,0.5136,1.0182,0.6267,0.1219
NC.N006,38.40629,-122.70915,34.58,2.8, NC, 01.HNN,1.8035,0.6427,0.7319,1.4395,1.1986, 01.HNE,2.3002,0.683,0.9965,1.6528,1.8385, 01.HNZ,1.0743,0.2616,0.3543,0.6979,0.6571
NC.N014,38.24731,-122.60991,25.07,2.8, NC, 01.HNN,0.5983,0.4379,0.6713,1.2721,0.2726, 01.HNE,2.2006,0.6429,0.7227,1.2668,0.7864, 01.HNZ,0.3815,0.1771,0.2698,0.3954,0.1467
NP.1802,37.59268,-122.07449,72.73,2.8, NP, --.HNZ,0.3552,0.2897,0.61,0.6743,0.0622, --.HNN,0.7456,0.6454,1.8556,0.9191,0.1554, --.HNE,0.9751,0.6619,1.6788,1.3744,0.3352
NP.1830,37.37418,-122.0781,96.15,2.8, NP, --.HNZ,0.3556,0.3652,1.32,0.4445,0.0648, --.HNN,0.6904,0.6598,1.2782,1.2363,0.1679, --.HNE,0.6252,0.6124,1.3573,0.9221,0.1846
BK.SCCB,37.28744,-121.86422,110.82,2.9, BK, 00.HNE,0.5699,0.6658,1.76,0.92,0.17, 00.HNN,0.5528,0.7395,2.3074,0.7961,0.0897, 00.HNZ,0.1972,0.2219,0.487,0.4072,0.1046
CE.57311,37.5513,-121.9725,80.05,2.9, CE, --.HNZ,0.378,0.4683,0.6713,0.5451,0.0663, --.HNN,0.668,0.7707,2.4642,1.1871,0.1674, --.HNE,0.813,0.6283,1.8894,1.0859,0.2807
CE.57428,37.5004,-121.9877,84.86,2.9, CE, --.HNZ,0.433,0.2551,0.6198,0.8939,0.1047, --.HNN,1.138,0.7039,1.8519,1.8694,0.2719, --.HNE,0.722,0.7276,2.2242,1.2171,0.3191
CE.58350,37.7029,-122.0537,61.76,2.9, CE, --.HNZ,0.283,0.2624,0.5311,0.2989,0.11, --.HNN,0.707,0.4969,1.6394,0.7103,0.2024, --.HNE,0.528,0.7811,1.4995,0.4893,0.1824
CE.58497,37.675,-122.03,65.42,2.9, CE, --.HNZ,0.289,0.4069,0.9827,0.3289,0.078, --.HNN,0.562,0.7256,2.3417,0.5668,0.0792, --.HNE,0.663,0.7455,2.1068,0.8525,0.1642
CE.58665,37.5353,-122.031,79.96,2.9, CE, --.HNZ,0.307,0.3203,0.594,0.6375,0.0735, --.HNN,0.789,0.7518,2.1193,1.0994,0.2402, --.HNE,0.916,0.7818,1.9143,0.9404,0.3341
NC.C002,37.55845,-122.03451,77.42,2.9, NC, 01.HNN,0.8371,0.6955,1.6228,1.7901,0.2152, 01.HNE,1.1565,0.73,1.7888,1.3888,0.4558, 01.HNZ,0.3856,0.2832,0.6215,0.7456,0.0752
NC.C015,37.55944,-121.99373,78.52,2.9, NC, 01.HNN,1.0451,0.5993,1.2411,1.6853,0.2277, 01.HNE,1.1059,0.74,1.7672,0.8559,0.3843, 01.HNZ,0.3824,0.4039,0.8114,0.6906,0.0569
NC.C046,37.35363,-121.88254,103.38,2.9, NC, 01.HNN,0.904,0.68,1.9708,1.2205,0.3248, 01.HNE,0.9324,0.7362,2.8915,1.2069,0.5466, 01.HNZ,0.4232,0.2655,0.9716,1.078,0.1741
NC.C050,37.52397,-121.92561,84.45,2.9, NC, 01.HNN,1.1469,0.6927,1.9002,1.1876,0.198, 01.HNE,1.1972,0.7088,2.0128,1.0536,0.4407, 01.HNZ,0.803,0.6701,1.186,1.4306,0.1513
NC.C060,37.58482,-122.02712,74.86,2.9, NC, 01.HNN,0.5863,0.7274,2.1507,1.2585,0.0872, 01.HNE,0.8209,0.7117,1.3312,1.6594,0.1667, 01.HNZ,0.2738,0.4195,0.642,0.4215,0.0643
NC.CMC,37.7811,-122.1768,50.17,2.9, NC, 02.HNN,0.7693,0.549,1.7829,0.8986,0.1219, 02.HNE,0.7425,0.7632,2.0652,0.533,0.1863, 02.HNZ,0.3664,0.3423,0.6616,0.494,0.123
NC.J011,37.36947,-122.21371,94.82,2.9, NC, 01.HNN,0.457,0.7058,1.5139,0.4458,0.0734, 01.HNE,0.5916,0.7134,1.1983,0.6126,0.136, 01.HNZ,0.1767,0.3367,0.7868,0.2147,0.0767
NC.J018,37.31959,-122.07355,102.15,2.9, NC, 01.HNN,0.5541,0.6764,1.6417,0.6909,0.2149, 01.HNE,0.6829,0.7183,1.546,1.0554,0.1947, 01.HNZ,0.3067,0.4257,1.2762,0.4548,0.1442
NC.JMGB,37.63719,-122.47482,66.24,2.9, NC, --.HNZ,0.3033,0.3774,0.7728,0.264,0.139, --.HNN,0.4961,0.6438,1.8291,0.3402,0.2498, --.HNE,0.4479,0.7495,2.3097,0.3763,0.176
NC.N009,38.35143,-122.63164,26.52,2.9, NC, 01.HNN,1.3483,0.6777,0.7316,1.5529,0.5317, 01.HNE,1.7417,0.7745,0.9141,2.4783,0.5367, 01.HNZ,0.6608,0.3072,0.3831,0.8326,0.2281
NP.1778,37.30249,-121.97978,106,2.9, NP, --.HNZ,0.6206,0.2519,0.6209,0.4627,0.3036, --.HNN,0.686,0.733,1.6273,1.0132,0.2412, --.HNE,0.6136,0.5065,1.7443,0.75,0.3171
NP.1786,37.6803,-121.73957,78.3,2.9, NP, --.HNZ,0.5931,0.2513,0.5496,0.6918,0.3795, --.HNN,0.9174,0.5761,1.0427,0.9745,0.3956, --.HNE,1.4298,0.7135,0.9549,1.4499,0.7292
NP.1794,37.40718,-122.00107,94.32,2.9, NP, --.HNZ,0.2016,0.2252,0.5743,0.5247,0.0551, --.HNN,0.491,0.7618,2.2303,0.8344,0.1326, --.HNE,0.8677,0.6793,1.4958,1.0743,0.3421
NP.1815,37.4891,-122.2637,81.25,2.9, NP, --.HNZ,0.2119,0.2732,0.8382,0.3449,0.1099, --.HNN,0.4861,0.7264,2.2771,0.5946,0.1044, --.HNE,0.3854,0.6882,1.5862,0.4475,0.1025
NP.1842,37.68873,-121.78351,75.13,2.9, NP, --.HNZ,0.5972,0.2824,0.6481,1.1176,0.2882, --.HNN,1.0948,0.6487,1.8422,1.3709,0.428, --.HNE,1.4898,0.7489,1.4268,1.819,0.6984
NP.1863,37.66666,-121.85715,73.34,2.9, NP, --.HNZ,0.7893,0.3178,0.6889,0.535,0.4573, --.HNN,1.4196,0.7229,1.251,1.9601,0.3936, --.HNE,1.6766,0.7065,1.0804,1.9247,0.6668
BG.DRH,38.8236,-122.9527,78.55,3.0, BG, --.CNZ,0.6647,0.5754,1.7396,1.168,0.4303, --.CNE,0.8613,0.8506,2.4957,1.2321,0.4174, --.CNN,0.8713,0.8108,1.6466,1.6082,0.4909
BK.BDM,37.95397,-121.86554,49.13,3.0, BK, 00.HNE,1.1612,0.8198,1.676,2.0868,0.3003, 00.HNN,1.2759,0.5881,2.0603,1.3425,0.2632, 00.HNZ,0.9674,1.0245,1.9728,1.605,0.1441
CE.57370,37.2903,-121.764,113.98,3.0, CE, --.HNZ,0.295,0.438,1.0037,0.6655,0.0837, --.HNN,0.603,0.6254,1.6194,1.4695,0.1287, --.HNE,0.838,0.8114,1.572,1.1611,0.1879
CE.57449,37.6957,-121.8124,72.96,3.0, CE, --.HNZ,0.633,0.3345,0.6755,0.6533,0.2127, --.HNN,0.802,0.7423,1.577,1.417,0.2492, --.HNE,1.202,0.8774,2.2617,2.2342,0.3814
CE.58407,37.6656,-122.1265,63.69,3.0, CE, --.HNZ,0.307,0.3084,0.5411,0.5131,0.0798, --.HNN,0.885,0.7456,2.0743,1.1816,0.2534, --.HNE,1.039,0.8807,2.1193,1.1066,0.3386
CE.58442,37.8563,-122.1241,43.65,3.0, CE, --.HNZ,0.575,0.4722,1.0024,1.0721,0.2312, --.HNN,1.191,0.7931,2.3717,1.402,0.3139, --.HNE,0.863,0.5971,1.7944,1.5945,0.2317
NC.C020,37.80085,-122.20752,47.44,3.0, NC, 01.HNN,0.6953,0.8106,1.5474,1.1397,0.2123, 01.HNE,0.623,0.6526,1.3148,1.1949,0.136, 01.HNZ,0.3438,0.3595,1.0759,0.4121,0.1323
NC.C041,37.3757,-121.82609,103.07,3.0, NC, 01.HNN,0.8767,0.8632,1.9142,1.3447,0.2879, 01.HNE,1.0922,0.8356,2.0903,1.6481,0.4862, 01.HNZ,0.4498,0.4231,1.3431,0.7182,0.1045
NC.C056,37.63631,-122.12636,66.84,3.0, NC, 01.HNN,1.2884,0.8225,2.6388,1.4752,0.5707, 01.HNE,1.0302,0.8614,2.6335,1.2797,0.4878, 01.HNZ,0.4175,0.3269,0.7609,0.7452,0.156
NC.C059,37.34257,-121.77237,108.42,3.0, NC, 01.HNN,0.7506,0.8798,1.9509,1.0104,0.1113, 01.HNE,0.5072,0.6836,1.7836,0.7997,0.1476, 01.HNZ,0.2476,0.2507,1.1763,0.3038,0.0742
NC.C066,37.91324,-122.28584,34.14,3.0, NC, 01.HNN,0.6666,0.8428,1.4899,0.7795,0.3381, 01.HNE,0.8348,0.76,2.1717,1.3182,0.2814, 01.HNZ,0.4504,0.4894,0.9467,0.4429,0.2046
NC.C070,37.70278,-122.13183,59.58,3.0, NC, 01.HNN,0.9658,0.8225,1.9794,1.8701,0.1529, 01.HNE,0.9454,0.8782,2.9387,1.5885,0.2044, 01.HNZ,0.3729,0.3695,0.6891,0.7957,0.083
NC.CBP,37.74766,-121.70843,74.64,3.0, NC, --.HNZ,0.4064,0.3537,0.9083,0.4934,0.0772, --.HNN,0.6415,0.7983,2.8284,0.8742,0.1116, --.HNE,0.7376,0.877,2.1355,0.7337,0.1502
NC.CRPB,37.91233,-121.90716,49.35,3.0, NC, --.HNZ,0.457,0.6399,2.7696,0.9112,0.0961, --.HNN,0.5423,0.8404,1.765,0.5965,0.1357, --.HNE,0.6208,0.8629,2.1628,1.2734,0.1142
NC.CVL,37.62359,-121.83641,78.36,3.0, NC, --.HNZ,0.5195,0.2601,0.7847,0.5784,0.1592, --.HNN,0.8367,0.4721,1.6903,0.7841,0.2092, --.HNE,1.046,0.8018,2.115,1.0462,0.2863
NC.J002,37.36775,-122.15359,95.64,3.0, NC, 01.HNN,0.7335,0.8313,2.3443,0.975,0.2678, 01.HNE,0.8109,0.809,2.0428,0.9818,0.2238, 01.HNZ,0.4498,0.566,1.6713,0.4913,0.1414
NC.J034,37.37022,-122.11345,95.95,3.0, NC, 01.HNN,0.6236,0.8154,1.7404,0.7343,0.2159, 01.HNE,0.6831,0.601,1.5733,0.9209,0.1903, 01.HNZ,0.4487,0.5701,1.6108,0.4322,0.0987
NC.JLAB,37.15432,-121.73467,128.83,3.0, NC, --.HNZ,0.1867,0.1855,0.5122,0.2198,0.0496, --.HNN,0.2933,0.4808,2.0846,0.4596,0.0749, --.HNE,0.5218,0.7975,2.0509,0.3068,0.0875
NC.JSFB,37.40372,-122.17596,91.41,3.0, NC, --.HNZ,0.4783,0.6766,1.8422,0.512,0.155, --.HNN,0.8502,0.8145,1.9216,0.8151,0.1654, --.HNE,0.8404,0.7588,2.5765,0.8417,0.2717
NC.NPRB,37.99642,-123.01949,66.76,3.0, NC, --.HNZ,0.3408,0.4705,0.9862,0.2366,0.1593, --.HNN,1.3177,0.8356,2.2189,1.1344,0.2711, --.HNE,0.7647,0.8012,2.8455,0.4209,0.2647
NP.1688,37.59669,-121.88094,78.94,3.0, NP, --.HNZ,0.2481,0.2183,0.8032,0.3882,0.1377, --.HNN,0.5407,0.4751,1.405,1.2405,0.1755, --.HNE,0.5927,0.8243,2.1027,1.1331,0.2159
NP.1782,37.31816,-121.94353,105.27,3.0, NP, --.HNZ,0.3842,0.3169,0.7476,0.3727,0.2089, --.HNN,0.7863,0.6977,2.1044,1.8822,0.3886, --.HNE,0.954,0.8055,2.4617,1.4221,0.4818
NP.1846,37.94221,-121.93055,45.58,3.0, NP, --.HNZ,0.5107,0.4751,1.234,0.9207,0.2219, --.HNN,0.6081,0.7882,2.1825,1.2029,0.3413, --.HNE,0.6324,0.7358,2.0081,1.0607,0.2095
CE.57333,37.3555,-121.9071,102.41,3.1, CE, --.HNZ,0.307,0.2595,0.8162,0.4216,0.06, --.HNN,0.666,0.6454,2.2717,1.8619,0.1809, --.HNE,0.834,0.9769,2.4392,0.9409,0.3106
CE.57431,37.5238,-121.949,83.66,3.1, CE, --.HNZ,0.59,0.5893,0.9857,0.9657,0.092, --.HN2,0.992,0.97,2.1568,1.5345,0.2122, --.HN3,0.958,0.8994,1.9668,1.1046,0.2414
CE.57444,37.7712,-121.9947,57.13,3.1, CE, --.HNZ,0.52,0.4093,1.0222,0.9094,0.1839, --.HNN,1.022,0.9365,2.6541,1.6369,0.2647, --.HNE,1.235,0.7978,2.0868,1.7319,0.3426
CE.58130,37.7401,-122.4334,54.31,3.1, CE, --.HNZ,0.498,0.474,0.852,0.3926,0.3044, --.HNN,0.374,0.8471,2.0218,0.5181,0.2012, --.HNE,0.566,0.9436,2.3992,0.3631,0.2847
CE.58132,37.7785,-122.5141,52.1,3.1, CE, --.HNZ,0.727,0.5307,1.347,0.5536,0.2699, --.HN2,0.786,0.643,1.322,0.5558,0.4843, --.HN3,0.72,0.9531,1.7294,0.5223,0.3466
CE.58347,37.6747,-122.1078,63.16,3.1, CE, --.HNZ,0.374,0.444,1.1221,0.4643,0.0909, --.HNN,0.795,0.8865,2.5766,0.9087,0.2284, --.HNE,1.178,0.813,2.0118,0.9712,0.2557
CE.58351,37.7095,-122.1409,58.65,3.1, CE, --.HNZ,0.375,0.432,0.7692,0.5915,0.0847, --.HNN,0.989,0.9158,2.7641,1.527,0.1849, --.HNE,1.016,0.9122,2.3767,1.3096,0.2084
CE.58376,37.6233,-122.1303,68.16,3.1, CE, --.HNZ,0.296,0.3164,0.7682,0.5478,0.0473, --.HNN,1.057,0.896,3.034,1.0821,0.2747, --.HNE,0.986,0.8057,1.9843,1.8319,0.2394
CE.58406,37.626,-122.0502,69.87,3.1, CE, --.HNZ,0.295,0.3424,0.8542,0.3956,0.0376, --.HNN,0.732,0.9207,2.1967,1.2771,0.1007, --.HNE,0.945,0.758,2.2842,1.6894,0.1447
CE.58418,37.6252,-122.092,68.83,3.1, CE, --.HNZ,0.224,0.2903,0.6263,0.5978,0.0572, --.HNN,0.795,0.9061,2.5391,1.3545,0.0963, --.HNE,0.911,0.968,3.2589,1.392,0.1819
NC.C064,37.80512,-122.18457,47.42,3.1, NC, 01.HNN,0.664,0.9494,4.6884,0.7288,0.2416, 01.HNE,0.5116,0.7392,2.6895,0.6357,0.1311, 01.HNZ,0.339,0.4653,1.3172,0.2377,0.1649
NC.C068,37.64464,-122.07405,67.24,3.1, NC, 01.HNN,0.6148,0.6237,1.5422,1.2899,0.1352, 01.HNE,0.7495,0.9319,2.7702,1.4627,0.1521, 01.HNZ,0.2474,0.3341,0.8466,0.3348,0.054
NC.C072,37.28581,-121.75589,114.74,3.1, NC, 01.HNN,0.6274,0.5239,1.0115,1.2687,0.168, 01.HNE,0.7726,0.9234,1.5189,0.9047,0.2342, 01.HNZ,0.2722,0.2529,0.5568,0.7003,0.1318
NC.J012,37.40599,-122.10693,92.16,3.1, NC, 01.HNN,0.707,0.8828,2.4629,0.9062,0.2134, 01.HNE,0.8778,0.667,2.1293,1.1065,0.2616, 01.HNZ,0.2987,0.3416,0.7206,0.5935,0.0553
NC.J023,37.52553,-122.34694,77.15,3.1, NC, 01.HNN,0.529,0.9487,3.0288,0.5153,0.1848, 01.HNE,0.5622,0.6847,2.153,0.7123,0.1387, 01.HNZ,0.2517,0.2813,1.0524,0.4531,0.1538
NC.J038,37.33205,-121.96587,103.2,3.1, NC, 01.HNN,0.6409,0.9751,2.5573,1.3169,0.3203, 01.HNE,0.6427,0.6041,1.9244,0.9715,0.2949, 01.HNZ,0.3333,0.2774,0.5165,0.3475,0.1173
NC.JFP,37.36045,-122.18986,96.03,3.1, NC, --.HNZ,0.3365,0.4992,0.7466,0.2002,0.0982, --.HNN,0.5658,0.8511,3.1436,0.3215,0.1015, --.HNE,0.5311,0.8833,2.2647,0.431,0.1137
NP.1798,37.37602,-121.84374,102.4,3.1, NP, --.HNZ,0.4131,0.2722,0.5899,0.6053,0.1901, --.HNN,0.84,0.9601,2.6436,1.5627,0.2778, --.HNE,0.9143,0.5844,1.4037,1.2642,0.608
NP.1825,37.41395,-121.87085,97.58,3.1, NP, --.HNZ,0.5714,0.4248,1.3281,0.6991,0.2069, --.HNN,0.9669,0.9215,2.4746,2.6905,0.3772, --.HNE,1.0709,0.8793,2.7311,1.9286,0.4827
NP.1838,37.38332,-121.91088,99.4,3.1, NP, --.HNZ,0.4589,0.3317,0.7021,0.679,0.1784, --.HNN,1.0242,0.9306,2.0742,1.5833,0.3407, --.HNE,0.9953,0.6967,1.669,1.3621,0.5191
NP.1841,37.35831,-121.97775,100.11,3.1, NP, --.HNZ,0.3014,0.2096,0.5904,0.478,0.1364, --.HNN,0.7012,0.9065,1.8537,1.1393,0.3734, --.HNE,0.8566,0.8477,1.7012,1.0064,0.43
WR.CKR,38.31446,-121.49202,72.62,3.1, WR, --.HNZ,0.4026,0.2331,0.5986,0.5252,0.1212, --.HNN,2.0336,0.9458,1.4309,2.2447,1.118, --.HNE,1.1363,0.5639,1.0021,0.9238,0.3136
BK.BKS,37.87622,-122.23558,38.76,3.2, BK, 00.HNE,1.1257,1.0057,2.8189,1.4336,0.2343, 00.HNN,0.9463,0.8069,2.3673,1.3654,0.3813, 00.HNZ,0.5701,0.6223,1.5149,0.6962,0.1835
CE.57384,37.5088,-121.9612,84.8,3.2, CE, --.HNZ,0.455,0.3098,0.695,0.7975,0.0821, --.HNN,0.997,0.9999,2.4367,2.3867,0.2037, --.HNE,0.975,0.9886,2.4117,1.557,0.3434
CE.57452,37.7008,-121.8931,68.44,3.2, CE, --.HNZ,1.024,0.4907,0.6978,1.1921,0.3889, --.HNN,1.525,0.9613,2.0318,3.7287,0.5153, --.HNE,1.664,1.0628,1.9193,3.6338,0.5043
CE.57475,37.7558,-121.9589,60.19,3.2, CE, --.HNZ,0.839,0.5848,1.1471,1.8269,0.3346, --.HNN,1.897,0.9315,2.5341,2.2942,0.9159, --.HNE,1.806,1.0071,1.9118,2.894,0.747
CE.57522,37.5693,-121.9707,78.26,3.2, CE, --.HNZ,0.321,0.3552,0.85,0.4678,0.1076, --.HNN,0.887,0.7113,1.7819,1.1721,0.146, --.HNE,0.887,1.0724,1.8519,0.69,0.1809
CE.57950,37.4682,-121.9278,90.08,3.2, CE, --.HNZ,0.709,0.4265,0.7897,0.7335,0.3581, --.HNN,1.334,0.9911,2.6591,2.6841,0.3174, --.HNE,1.128,0.9111,3.004,2.5241,0.8707
CE.58352,37.6883,-122.1401,60.95,3.2, CE, --.HNZ,0.482,0.3381,0.9134,0.9024,0.1117, --.HNN,1.235,1.0408,3.5488,1.5445,0.3771, --.HNE,1.327,1.0373,2.1593,1.416,0.4528
CE.58423,37.7808,-122.1747,50.25,3.2, CE, --.HNZ,0.341,0.381,0.9059,0.4581,0.1435, --.HNN,0.706,0.702,3.0989,0.5938,0.1405, --.HNE,0.758,1.0809,2.4192,0.5443,0.1849
CE.58716,37.806,-122.4751,48.11,3.2, CE, --.HNZ,0.548,0.7136,1.9443,0.697,0.2002, --.HNN,0.502,0.9934,2.2392,0.8425,0.2049, --.HNE,0.57,0.8102,1.6494,0.789,0.2867
CE.67523,38.0183,-121.7509,54.15,3.2, CE, --.HNZ,0.815,0.4542,1.0024,0.8882,0.4728, --.HNN,1.275,0.9671,2.1343,1.6744,0.4426, --.HNE,1.759,1.0211,3.1589,1.7669,0.7243
NC.C006,37.59178,-122.05824,73.25,3.2, NC, 01.HNN,0.6448,0.7203,1.7951,0.9877,0.1526, 01.HNE,1.1805,1.0098,2.7065,0.9362,0.3105, 01.HNZ,0.4011,0.2976,0.7846,0.6448,0.0872
NC.C010,37.944,-122.00993,40.57,3.2, NC, 01.HNN,1.0115,0.9863,2.2459,1.5633,0.3667, 01.HNE,0.8301,0.7993,2.9833,1.4629,0.4539, 01.HNZ,0.6108,0.5073,1.1378,0.6672,0.1357
NC.C011,37.90642,-122.29238,34.86,3.2, NC, 01.HNN,0.9626,1.0752,2.0957,1.0362,0.2532, 01.HNE,0.7866,0.9523,1.5072,1.1964,0.2332, 01.HNZ,0.4593,0.5182,0.7654,0.4669,0.1673
NC.C016,37.39635,-121.86703,99.51,3.2, NC, 01.HNN,1.1061,1.0128,2.8203,1.6345,0.3647, 01.HNE,0.9429,0.7094,1.6227,0.9885,0.4085, 01.HNZ,0.4773,0.3729,1.0708,0.5955,0.3213
NC.C017,37.50649,-121.9262,86.21,3.2, NC, 01.HNN,0.8411,0.9745,2.6063,1.5624,0.3005, 01.HNE,1.1661,1.0288,2.5841,3.0631,0.4423, 01.HNZ,0.5982,0.491,1.0379,1.826,0.1352
NC.C047,37.82915,-122.02029,50.43,3.2, NC, 01.HNN,1.0099,1.0844,2.1101,1.8586,0.2417, 01.HNE,0.9237,0.6638,1.863,2.0356,0.4343, 01.HNZ,0.8637,0.6442,2.0504,1.2289,0.2566
NC.C071,37.68214,-122.13322,61.76,3.2, NC, 01.HNN,1.025,0.8613,2.0028,2.1583,0.3369, 01.HNE,1.4601,0.9999,2.574,1.8937,0.4264, 01.HNZ,0.3707,0.4065,0.6865,1.1432,0.1029
NC.J004,37.31746,-122.03645,103.11,3.2, NC, 01.HNN,0.69,0.9964,2.3965,0.5898,0.2619, 01.HNE,0.9646,0.9663,2.3356,0.9397,0.3358, 01.HNZ,0.3662,0.4164,0.9182,0.5818,0.1059
NC.J006,37.35685,-122.10197,97.6,3.2, NC, 01.HNN,0.7768,0.8986,2.2771,1.3355,0.3157, 01.HNE,0.8131,1.0581,2.6721,0.6396,0.2515, 01.HNZ,0.4796,0.4962,1.5439,0.72,0.1816
NC.J007,37.49236,-122.24467,81,3.2, NC, 01.HNN,0.6202,1.015,2.8972,0.6531,0.1054, 01.HNE,0.8482,0.974,2.3989,0.6212,0.1075, 01.HNZ,0.2341,0.511,1.5461,0.3104,0.0816
NC.J025,37.39475,-122.07255,94.02,3.2, NC, 01.HNN,0.8288,1.0104,1.9179,1.1921,0.2533, 01.HNE,0.8922,0.9001,1.8321,1.38,0.2964, 01.HNZ,0.377,0.4509,0.8398,0.4256,0.1068
NC.J049,37.58814,-122.45869,71.3,3.2, NC, 01.HNN,0.6005,1.0612,2.8701,0.3821,0.1797, 01.HNE,0.4235,0.8289,2.0644,0.3281,0.1733, 01.HNZ,0.2957,0.7071,1.0201,0.263,0.1583
NC.J056,37.77834,-122.44289,50.34,3.2, NC, 01.HNN,0.5802,0.9582,2.1233,0.7826,0.4016, 01.HNE,0.8332,0.9938,1.9204,0.6509,0.5481, 01.HNZ,0.5732,0.6969,1.036,0.5087,0.4687
NC.N015,38.44773,-122.72009,37.12,3.2, NC, 01.HNN,3.5952,0.9162,1.159,2.8589,1.9751, 01.HNE,3.2126,1.0563,1.1238,2.339,1.8824, 01.HNZ,2.4615,0.7646,0.833,1.7211,1.0405
